Period,Trade Flow,Reporter,Partner,Commodity,Commodity Code,Trade Value (US$)
201401,Exports,United Kingdom,Afghanistan,"Milk and cream, neither concentrated nor sweetened",0401,3410
201401,Exports,United Kingdom,Austria,"Milk and cream, neither concentrated nor sweetened",0401,316
201401,Imports,United Kingdom,Belgium,"Milk and cream, neither concentrated nor sweetened",0401,4472349
201401,Exports,United Kingdom,Belgium,"Milk and cream, neither concentrated nor sweetened",0401,5663128
201401,Exports,United Kingdom,Br. Virgin Isds,"Milk and cream, neither concentrated nor sweetened",0401,34566
201401,Exports,United Kingdom,Canada,"Milk and cream, neither concentrated nor sweetened",0401,51017
201401,Exports,United Kingdom,China,"Milk and cream, neither concentrated nor sweetened",0401,265039
201401,Exports,United Kingdom,Cyprus,"Milk and cream, neither concentrated nor sweetened",0401,18738
201401,Imports,United Kingdom,Denmark,"Milk and cream, neither concentrated nor sweetened",0401,2233438
201401,Exports,United Kingdom,Denmark,"Milk and cream, neither concentrated nor sweetened",0401,417
201401,Exports,United Kingdom,Equatorial Guinea,"Milk and cream, neither concentrated nor sweetened",0401,3201
201401,Exports,United Kingdom,Falkland Isds (Malvinas),"Milk and cream, neither concentrated nor sweetened",0401,26614
201401,Exports,United Kingdom,Finland,"Milk and cream, neither concentrated nor sweetened",0401,141697
201401,Imports,United Kingdom,France,"Milk and cream, neither concentrated nor sweetened",0401,1522872
201401,Exports,United Kingdom,France,"Milk and cream, neither concentrated nor sweetened",0401,2919079
201401,Imports,United Kingdom,Germany,"Milk and cream, neither concentrated nor sweetened",0401,1028700
201401,Exports,United Kingdom,Germany,"Milk and cream, neither concentrated nor sweetened",0401,982240
201401,Exports,United Kingdom,Gibraltar,"Milk and cream, neither concentrated nor sweetened",0401,11079
201401,Exports,United Kingdom,Greece,"Milk and cream, neither concentrated nor sweetened",0401,20
201401,Exports,United Kingdom,"China, Hong Kong SAR","Milk and cream, neither concentrated nor sweetened",0401,295201
201401,Exports,United Kingdom,Hungary,"Milk and cream, neither concentrated nor sweetened",0401,4735
201401,Imports,United Kingdom,Ireland,"Milk and cream, neither concentrated nor sweetened",0401,10676138
201401,Exports,United Kingdom,Ireland,"Milk and cream, neither concentrated nor sweetened",0401,32069689
201401,Imports,United Kingdom,Italy,"Milk and cream, neither concentrated nor sweetened",0401,4685
201401,Exports,United Kingdom,Italy,"Milk and cream, neither concentrated nor sweetened",0401,947
201401,Exports,United Kingdom,Rep. of Korea,"Milk and cream, neither concentrated nor sweetened",0401,2825
201401,Imports,United Kingdom,Lithuania,"Milk and cream, neither concentrated nor sweetened",0401,5629
201401,Exports,United Kingdom,Luxembourg,"Milk and cream, neither concentrated nor sweetened",0401,26
201401,Exports,United Kingdom,Malta,"Milk and cream, neither concentrated nor sweetened",0401,9748
201401,Exports,United Kingdom,"Other Asia, nes","Milk and cream, neither concentrated nor sweetened",0401,4372
201401,Exports,United Kingdom,Oman,"Milk and cream, neither concentrated nor sweetened",0401,1572
201401,Imports,United Kingdom,Netherlands,"Milk and cream, neither concentrated nor sweetened",0401,1087006
201401,Exports,United Kingdom,Netherlands,"Milk and cream, neither concentrated nor sweetened",0401,4037304
201401,Imports,United Kingdom,Poland,"Milk and cream, neither concentrated nor sweetened",0401,660868
201401,Exports,United Kingdom,Poland,"Milk and cream, neither concentrated nor sweetened",0401,926
201401,Imports,United Kingdom,Portugal,"Milk and cream, neither concentrated nor sweetened",0401,3662
201401,Exports,United Kingdom,Portugal,"Milk and cream, neither concentrated nor sweetened",0401,1804
201401,Imports,United Kingdom,Romania,"Milk and cream, neither concentrated nor sweetened",0401,188706
201401,Exports,United Kingdom,Romania,"Milk and cream, neither concentrated nor sweetened",0401,68
201401,Exports,United Kingdom,Saint Helena,"Milk and cream, neither concentrated nor sweetened",0401,2346
201401,Exports,United Kingdom,Singapore,"Milk and cream, neither concentrated nor sweetened",0401,3639
201401,Exports,United Kingdom,Viet Nam,"Milk and cream, neither concentrated nor sweetened",0401,11385
201401,Exports,United Kingdom,South Africa,"Milk and cream, neither concentrated nor sweetened",0401,10917
201401,Imports,United Kingdom,Spain,"Milk and cream, neither concentrated nor sweetened",0401,68
201401,Exports,United Kingdom,Spain,"Milk and cream, neither concentrated nor sweetened",0401,178872
201401,Imports,United Kingdom,Sweden,"Milk and cream, neither concentrated nor sweetened",0401,66625
201401,Exports,United Kingdom,Sweden,"Milk and cream, neither concentrated nor sweetened",0401,102
201401,Exports,United Kingdom,United Arab Emirates,"Milk and cream, neither concentrated nor sweetened",0401,15334
201401,Exports,United Kingdom,United States of America,"Milk and cream, neither concentrated nor sweetened",0401,151178
201402,Exports,United Kingdom,Afghanistan,"Milk and cream, neither concentrated nor sweetened",0401,13481
201402,Exports,United Kingdom,Austria,"Milk and cream, neither concentrated nor sweetened",0401,400
201402,Imports,United Kingdom,Belgium,"Milk and cream, neither concentrated nor sweetened",0401,1979879
201402,Exports,United Kingdom,Belgium,"Milk and cream, neither concentrated nor sweetened",0401,2790808
201402,Exports,United Kingdom,Bermuda,"Milk and cream, neither concentrated nor sweetened",0401,1393
201402,Exports,United Kingdom,Bulgaria,"Milk and cream, neither concentrated nor sweetened",0401,15
201402,Exports,United Kingdom,Canada,"Milk and cream, neither concentrated nor sweetened",0401,27000
201402,Exports,United Kingdom,Sri Lanka,"Milk and cream, neither concentrated nor sweetened",0401,2465
201402,Exports,United Kingdom,China,"Milk and cream, neither concentrated nor sweetened",0401,798469
201402,Exports,United Kingdom,Cyprus,"Milk and cream, neither concentrated nor sweetened",0401,11588
201402,Imports,United Kingdom,Denmark,"Milk and cream, neither concentrated nor sweetened",0401,2074297
201402,Exports,United Kingdom,Denmark,"Milk and cream, neither concentrated nor sweetened",0401,40
201402,Exports,United Kingdom,Estonia,"Milk and cream, neither concentrated nor sweetened",0401,28
201402,Imports,United Kingdom,Finland,"Milk and cream, neither concentrated nor sweetened",0401,12
201402,Exports,United Kingdom,Finland,"Milk and cream, neither concentrated nor sweetened",0401,135171
201402,Imports,United Kingdom,France,"Milk and cream, neither concentrated nor sweetened",0401,1444455
201402,Exports,United Kingdom,France,"Milk and cream, neither concentrated nor sweetened",0401,2213617
201402,Imports,United Kingdom,Germany,"Milk and cream, neither concentrated nor sweetened",0401,965310
201402,Exports,United Kingdom,Germany,"Milk and cream, neither concentrated nor sweetened",0401,609289
201402,Exports,United Kingdom,Gibraltar,"Milk and cream, neither concentrated nor sweetened",0401,18435
201402,Exports,United Kingdom,Guyana,"Milk and cream, neither concentrated nor sweetened",0401,90601
201402,Exports,United Kingdom,"China, Hong Kong SAR","Milk and cream, neither concentrated nor sweetened",0401,282725
201402,Exports,United Kingdom,Hungary,"Milk and cream, neither concentrated nor sweetened",0401,4746
201402,Exports,United Kingdom,Iceland,"Milk and cream, neither concentrated nor sweetened",0401,6914
201402,Imports,United Kingdom,Ireland,"Milk and cream, neither concentrated nor sweetened",0401,10091544
201402,Exports,United Kingdom,Ireland,"Milk and cream, neither concentrated nor sweetened",0401,30336727
201402,Imports,United Kingdom,Italy,"Milk and cream, neither concentrated nor sweetened",0401,11570
201402,Exports,United Kingdom,Italy,"Milk and cream, neither concentrated nor sweetened",0401,852
201402,Exports,United Kingdom,Japan,"Milk and cream, neither concentrated nor sweetened",0401,12531
201402,Imports,United Kingdom,Lithuania,"Milk and cream, neither concentrated nor sweetened",0401,9331
201402,Exports,United Kingdom,Luxembourg,"Milk and cream, neither concentrated nor sweetened",0401,55
201402,Exports,United Kingdom,Malta,"Milk and cream, neither concentrated nor sweetened",0401,781
201402,Exports,United Kingdom,Oman,"Milk and cream, neither concentrated nor sweetened",0401,3495
201402,Imports,United Kingdom,Netherlands,"Milk and cream, neither concentrated nor sweetened",0401,1234982
201402,Exports,United Kingdom,Netherlands,"Milk and cream, neither concentrated nor sweetened",0401,2555464
201402,Exports,United Kingdom,New Zealand,"Milk and cream, neither concentrated nor sweetened",0401,3359
201402,Imports,United Kingdom,Poland,"Milk and cream, neither concentrated nor sweetened",0401,589430
201402,Exports,United Kingdom,Poland,"Milk and cream, neither concentrated nor sweetened",0401,31
201402,Imports,United Kingdom,Portugal,"Milk and cream, neither concentrated nor sweetened",0401,6203
201402,Exports,United Kingdom,Portugal,"Milk and cream, neither concentrated nor sweetened",0401,801
201402,Imports,United Kingdom,Romania,"Milk and cream, neither concentrated nor sweetened",0401,216168
201402,Exports,United Kingdom,Slovakia,"Milk and cream, neither concentrated nor sweetened",0401,23
201402,Exports,United Kingdom,Spain,"Milk and cream, neither concentrated nor sweetened",0401,145810
201402,Imports,United Kingdom,Sweden,"Milk and cream, neither concentrated nor sweetened",0401,58640
201402,Exports,United Kingdom,Sweden,"Milk and cream, neither concentrated nor sweetened",0401,334
201402,Exports,United Kingdom,Trinidad and Tobago,"Milk and cream, neither concentrated nor sweetened",0401,9825
201402,Exports,United Kingdom,United Arab Emirates,"Milk and cream, neither concentrated nor sweetened",0401,3591
201402,Imports,United Kingdom,Ukraine,"Milk and cream, neither concentrated nor sweetened",0401,3733
201402,Exports,United Kingdom,United States of America,"Milk and cream, neither concentrated nor sweetened",0401,110473
201403,Exports,United Kingdom,Afghanistan,"Milk and cream, neither concentrated nor sweetened",0401,4467
201403,Exports,United Kingdom,Antigua and Barbuda,"Milk and cream, neither concentrated nor sweetened",0401,4929
201403,Exports,United Kingdom,Australia,"Milk and cream, neither concentrated nor sweetened",0401,3293
201403,Exports,United Kingdom,Austria,"Milk and cream, neither concentrated nor sweetened",0401,175
201403,Imports,United Kingdom,Belgium,"Milk and cream, neither concentrated nor sweetened",0401,2258058
201403,Exports,United Kingdom,Belgium,"Milk and cream, neither concentrated nor sweetened",0401,3900370
201403,Exports,United Kingdom,Br. Virgin Isds,"Milk and cream, neither concentrated nor sweetened",0401,19533
201403,Exports,United Kingdom,Canada,"Milk and cream, neither concentrated nor sweetened",0401,26327
201403,Exports,United Kingdom,Sri Lanka,"Milk and cream, neither concentrated nor sweetened",0401,15639
201403,Exports,United Kingdom,China,"Milk and cream, neither concentrated nor sweetened",0401,1012922
201403,Exports,United Kingdom,Cyprus,"Milk and cream, neither concentrated nor sweetened",0401,29259
201403,Imports,United Kingdom,Czech Rep.,"Milk and cream, neither concentrated nor sweetened",0401,15874
201403,Imports,United Kingdom,Denmark,"Milk and cream, neither concentrated nor sweetened",0401,2523620
201403,Exports,United Kingdom,Denmark,"Milk and cream, neither concentrated nor sweetened",0401,150
201403,Exports,United Kingdom,Falkland Isds (Malvinas),"Milk and cream, neither concentrated nor sweetened",0401,14084
201403,Exports,United Kingdom,Finland,"Milk and cream, neither concentrated nor sweetened",0401,137959
201403,Imports,United Kingdom,France,"Milk and cream, neither concentrated nor sweetened",0401,1414291
201403,Exports,United Kingdom,France,"Milk and cream, neither concentrated nor sweetened",0401,4712500
201403,Imports,United Kingdom,Germany,"Milk and cream, neither concentrated nor sweetened",0401,904917
201403,Exports,United Kingdom,Germany,"Milk and cream, neither concentrated nor sweetened",0401,1506284
201403,Exports,United Kingdom,Gibraltar,"Milk and cream, neither concentrated nor sweetened",0401,10726
201403,Exports,United Kingdom,Greece,"Milk and cream, neither concentrated nor sweetened",0401,7730
201403,Exports,United Kingdom,"China, Hong Kong SAR","Milk and cream, neither concentrated nor sweetened",0401,498151
201403,Exports,United Kingdom,Hungary,"Milk and cream, neither concentrated nor sweetened",0401,4798
201403,Imports,United Kingdom,Ireland,"Milk and cream, neither concentrated nor sweetened",0401,8843285
201403,Exports,United Kingdom,Ireland,"Milk and cream, neither concentrated nor sweetened",0401,27302843
201403,Imports,United Kingdom,Italy,"Milk and cream, neither concentrated nor sweetened",0401,4405
201403,Exports,United Kingdom,Italy,"Milk and cream, neither concentrated nor sweetened",0401,118
201403,Exports,United Kingdom,Japan,"Milk and cream, neither concentrated nor sweetened",0401,14283
201403,Exports,United Kingdom,Rep. of Korea,"Milk and cream, neither concentrated nor sweetened",0401,3913
201403,Imports,United Kingdom,Lithuania,"Milk and cream, neither concentrated nor sweetened",0401,5777
201403,Exports,United Kingdom,Luxembourg,"Milk and cream, neither concentrated nor sweetened",0401,48
201403,Exports,United Kingdom,Malta,"Milk and cream, neither concentrated nor sweetened",0401,1105
201403,Exports,United Kingdom,"Other Asia, nes","Milk and cream, neither concentrated nor sweetened",0401,9185
201403,Imports,United Kingdom,Netherlands,"Milk and cream, neither concentrated nor sweetened",0401,1146653
201403,Exports,United Kingdom,Netherlands,"Milk and cream, neither concentrated nor sweetened",0401,4061277
201403,Imports,United Kingdom,Poland,"Milk and cream, neither concentrated nor sweetened",0401,520111
201403,Exports,United Kingdom,Poland,"Milk and cream, neither concentrated nor sweetened",0401,397
201403,Exports,United Kingdom,Portugal,"Milk and cream, neither concentrated nor sweetened",0401,1603
201403,Exports,United Kingdom,Qatar,"Milk and cream, neither concentrated nor sweetened",0401,3830
201403,Imports,United Kingdom,Romania,"Milk and cream, neither concentrated nor sweetened",0401,270248
201403,Exports,United Kingdom,Singapore,"Milk and cream, neither concentrated nor sweetened",0401,12235
201403,Imports,United Kingdom,Slovakia,"Milk and cream, neither concentrated nor sweetened",0401,21069
201403,Exports,United Kingdom,Viet Nam,"Milk and cream, neither concentrated nor sweetened",0401,11105
201403,Exports,United Kingdom,South Africa,"Milk and cream, neither concentrated nor sweetened",0401,11244
201403,Exports,United Kingdom,Spain,"Milk and cream, neither concentrated nor sweetened",0401,246438
201403,Imports,United Kingdom,Sweden,"Milk and cream, neither concentrated nor sweetened",0401,55889
201403,Exports,United Kingdom,Sweden,"Milk and cream, neither concentrated nor sweetened",0401,55
201403,Exports,United Kingdom,United Arab Emirates,"Milk and cream, neither concentrated nor sweetened",0401,105101
201403,Exports,United Kingdom,United States of America,"Milk and cream, neither concentrated nor sweetened",0401,99993
201404,Exports,United Kingdom,Austria,"Milk and cream, neither concentrated nor sweetened",0401,119
201404,Exports,United Kingdom,Bahrain,"Milk and cream, neither concentrated nor sweetened",0401,2851
201404,Exports,United Kingdom,Barbados,"Milk and cream, neither concentrated nor sweetened",0401,3098
201404,Imports,United Kingdom,Belgium,"Milk and cream, neither concentrated nor sweetened",0401,3258041
201404,Exports,United Kingdom,Belgium,"Milk and cream, neither concentrated nor sweetened",0401,2390069
201404,Exports,United Kingdom,Canada,"Milk and cream, neither concentrated nor sweetened",0401,64513
201404,Exports,United Kingdom,Sri Lanka,"Milk and cream, neither concentrated nor sweetened",0401,18034
201404,Exports,United Kingdom,China,"Milk and cream, neither concentrated nor sweetened",0401,1217721
201404,Exports,United Kingdom,Croatia,"Milk and cream, neither concentrated nor sweetened",0401,17
201404,Exports,United Kingdom,Cyprus,"Milk and cream, neither concentrated nor sweetened",0401,4241
201404,Imports,United Kingdom,Denmark,"Milk and cream, neither concentrated nor sweetened",0401,2453031
201404,Exports,United Kingdom,Denmark,"Milk and cream, neither concentrated nor sweetened",0401,1085
201404,Exports,United Kingdom,Estonia,"Milk and cream, neither concentrated nor sweetened",0401,50
201404,Exports,United Kingdom,Falkland Isds (Malvinas),"Milk and cream, neither concentrated nor sweetened",0401,61686
201404,Exports,United Kingdom,Finland,"Milk and cream, neither concentrated nor sweetened",0401,157625
201404,Imports,United Kingdom,France,"Milk and cream, neither concentrated nor sweetened",0401,1912257
201404,Exports,United Kingdom,France,"Milk and cream, neither concentrated nor sweetened",0401,2821322
201404,Imports,United Kingdom,Germany,"Milk and cream, neither concentrated nor sweetened",0401,2356043
201404,Exports,United Kingdom,Germany,"Milk and cream, neither concentrated nor sweetened",0401,1702836
201404,Exports,United Kingdom,Gibraltar,"Milk and cream, neither concentrated nor sweetened",0401,23681
201404,Exports,United Kingdom,Greece,"Milk and cream, neither concentrated nor sweetened",0401,793
201404,Exports,United Kingdom,"China, Hong Kong SAR","Milk and cream, neither concentrated nor sweetened",0401,427928
201404,Exports,United Kingdom,Hungary,"Milk and cream, neither concentrated nor sweetened",0401,4593
201404,Imports,United Kingdom,Ireland,"Milk and cream, neither concentrated nor sweetened",0401,7453388
201404,Exports,United Kingdom,Ireland,"Milk and cream, neither concentrated nor sweetened",0401,30012776
201404,Imports,United Kingdom,Italy,"Milk and cream, neither concentrated nor sweetened",0401,3132
201404,Exports,United Kingdom,Italy,"Milk and cream, neither concentrated nor sweetened",0401,1277
201404,Exports,United Kingdom,Japan,"Milk and cream, neither concentrated nor sweetened",0401,4039
201404,Exports,United Kingdom,Rep. of Korea,"Milk and cream, neither concentrated nor sweetened",0401,7830
201404,Exports,United Kingdom,Kuwait,"Milk and cream, neither concentrated nor sweetened",0401,1630
201404,Imports,United Kingdom,Latvia,"Milk and cream, neither concentrated nor sweetened",0401,567
201404,Exports,United Kingdom,Libya,"Milk and cream, neither concentrated nor sweetened",0401,5021
201404,Imports,United Kingdom,Lithuania,"Milk and cream, neither concentrated nor sweetened",0401,9233
201404,Exports,United Kingdom,Lithuania,"Milk and cream, neither concentrated nor sweetened",0401,820
201404,Exports,United Kingdom,Malta,"Milk and cream, neither concentrated nor sweetened",0401,6955
201404,Imports,United Kingdom,Netherlands,"Milk and cream, neither concentrated nor sweetened",0401,628597
201404,Exports,United Kingdom,Netherlands,"Milk and cream, neither concentrated nor sweetened",0401,3004028
201404,Imports,United Kingdom,Poland,"Milk and cream, neither concentrated nor sweetened",0401,913968
201404,Exports,United Kingdom,Poland,"Milk and cream, neither concentrated nor sweetened",0401,194
201404,Imports,United Kingdom,Portugal,"Milk and cream, neither concentrated nor sweetened",0401,12755
201404,Exports,United Kingdom,Portugal,"Milk and cream, neither concentrated nor sweetened",0401,1528
201404,Imports,United Kingdom,Romania,"Milk and cream, neither concentrated nor sweetened",0401,328091
201404,Exports,United Kingdom,Romania,"Milk and cream, neither concentrated nor sweetened",0401,42
201404,Exports,United Kingdom,Singapore,"Milk and cream, neither concentrated nor sweetened",0401,9487
201404,Imports,United Kingdom,Slovakia,"Milk and cream, neither concentrated nor sweetened",0401,23112
201404,Exports,United Kingdom,Viet Nam,"Milk and cream, neither concentrated nor sweetened",0401,22799
201404,Exports,United Kingdom,Spain,"Milk and cream, neither concentrated nor sweetened",0401,193908
201404,Imports,United Kingdom,Sweden,"Milk and cream, neither concentrated nor sweetened",0401,80140
201404,Exports,United Kingdom,Sweden,"Milk and cream, neither concentrated nor sweetened",0401,90
201404,Exports,United Kingdom,Trinidad and Tobago,"Milk and cream, neither concentrated nor sweetened",0401,9943
201404,Imports,United Kingdom,United Arab Emirates,"Milk and cream, neither concentrated nor sweetened",0401,5499
201404,Imports,United Kingdom,United States of America,"Milk and cream, neither concentrated nor sweetened",0401,2415
201404,Exports,United Kingdom,United States of America,"Milk and cream, neither concentrated nor sweetened",0401,110632
201405,Exports,United Kingdom,Afghanistan,"Milk and cream, neither concentrated nor sweetened",0401,15999
201405,Exports,United Kingdom,Austria,"Milk and cream, neither concentrated nor sweetened",0401,534
201405,Imports,United Kingdom,Belgium,"Milk and cream, neither concentrated nor sweetened",0401,2707248
201405,Exports,United Kingdom,Belgium,"Milk and cream, neither concentrated nor sweetened",0401,2120867
201405,Exports,United Kingdom,Br. Virgin Isds,"Milk and cream, neither concentrated nor sweetened",0401,33285
201405,Exports,United Kingdom,Canada,"Milk and cream, neither concentrated nor sweetened",0401,33559
201405,Exports,United Kingdom,China,"Milk and cream, neither concentrated nor sweetened",0401,928514
201405,Exports,United Kingdom,Cyprus,"Milk and cream, neither concentrated nor sweetened",0401,38786
201405,Imports,United Kingdom,Denmark,"Milk and cream, neither concentrated nor sweetened",0401,2311364
201405,Exports,United Kingdom,Denmark,"Milk and cream, neither concentrated nor sweetened",0401,156394
201405,Exports,United Kingdom,Falkland Isds (Malvinas),"Milk and cream, neither concentrated nor sweetened",0401,33364
201405,Exports,United Kingdom,Finland,"Milk and cream, neither concentrated nor sweetened",0401,145840
201405,Imports,United Kingdom,France,"Milk and cream, neither concentrated nor sweetened",0401,1638838
201405,Exports,United Kingdom,France,"Milk and cream, neither concentrated nor sweetened",0401,2266465
201405,Imports,United Kingdom,Germany,"Milk and cream, neither concentrated nor sweetened",0401,2199671
201405,Exports,United Kingdom,Germany,"Milk and cream, neither concentrated nor sweetened",0401,1394273
201405,Exports,United Kingdom,Gibraltar,"Milk and cream, neither concentrated nor sweetened",0401,12211
201405,Exports,United Kingdom,Greece,"Milk and cream, neither concentrated nor sweetened",0401,3960
201405,Exports,United Kingdom,"China, Hong Kong SAR","Milk and cream, neither concentrated nor sweetened",0401,509750
201405,Exports,United Kingdom,Hungary,"Milk and cream, neither concentrated nor sweetened",0401,1579
201405,Imports,United Kingdom,Ireland,"Milk and cream, neither concentrated nor sweetened",0401,11065926
201405,Exports,United Kingdom,Ireland,"Milk and cream, neither concentrated nor sweetened",0401,30436121
201405,Imports,United Kingdom,Italy,"Milk and cream, neither concentrated nor sweetened",0401,9950
201405,Exports,United Kingdom,Italy,"Milk and cream, neither concentrated nor sweetened",0401,2748
201405,Exports,United Kingdom,Japan,"Milk and cream, neither concentrated nor sweetened",0401,7561
201405,Exports,United Kingdom,Rep. of Korea,"Milk and cream, neither concentrated nor sweetened",0401,10953
201405,Imports,United Kingdom,Lithuania,"Milk and cream, neither concentrated nor sweetened",0401,9354
201405,Exports,United Kingdom,Lithuania,"Milk and cream, neither concentrated nor sweetened",0401,396
201405,Exports,United Kingdom,Malaysia,"Milk and cream, neither concentrated nor sweetened",0401,100924
201405,Exports,United Kingdom,Malta,"Milk and cream, neither concentrated nor sweetened",0401,5830
201405,Exports,United Kingdom,"Other Asia, nes","Milk and cream, neither concentrated nor sweetened",0401,4007
201405,Imports,United Kingdom,Netherlands,"Milk and cream, neither concentrated nor sweetened",0401,664032
201405,Exports,United Kingdom,Netherlands,"Milk and cream, neither concentrated nor sweetened",0401,1626702
201405,Exports,United Kingdom,Norway,"Milk and cream, neither concentrated nor sweetened",0401,12085
201405,Imports,United Kingdom,Poland,"Milk and cream, neither concentrated nor sweetened",0401,716363
201405,Exports,United Kingdom,Poland,"Milk and cream, neither concentrated nor sweetened",0401,492
201405,Imports,United Kingdom,Portugal,"Milk and cream, neither concentrated nor sweetened",0401,912
201405,Exports,United Kingdom,Portugal,"Milk and cream, neither concentrated nor sweetened",0401,2388
201405,Imports,United Kingdom,Romania,"Milk and cream, neither concentrated nor sweetened",0401,225281
201405,Exports,United Kingdom,Saint Helena,"Milk and cream, neither concentrated nor sweetened",0401,2010
201405,Imports,United Kingdom,Slovakia,"Milk and cream, neither concentrated nor sweetened",0401,45434
201405,Exports,United Kingdom,Viet Nam,"Milk and cream, neither concentrated nor sweetened",0401,11593
201405,Exports,United Kingdom,South Africa,"Milk and cream, neither concentrated nor sweetened",0401,8900
201405,Exports,United Kingdom,Spain,"Milk and cream, neither concentrated nor sweetened",0401,258554
201405,Imports,United Kingdom,Sweden,"Milk and cream, neither concentrated nor sweetened",0401,64547
201405,Exports,United Kingdom,Sweden,"Milk and cream, neither concentrated nor sweetened",0401,175
201405,Imports,United Kingdom,United Arab Emirates,"Milk and cream, neither concentrated nor sweetened",0401,6742
201405,Exports,United Kingdom,United States of America,"Milk and cream, neither concentrated nor sweetened",0401,26389
201406,Exports,United Kingdom,Afghanistan,"Milk and cream, neither concentrated nor sweetened",0401,13150
201406,Exports,United Kingdom,Antigua and Barbuda,"Milk and cream, neither concentrated nor sweetened",0401,5179
201406,Imports,United Kingdom,Belgium,"Milk and cream, neither concentrated nor sweetened",0401,1346169
201406,Exports,United Kingdom,Belgium,"Milk and cream, neither concentrated nor sweetened",0401,1395278
201406,Exports,United Kingdom,Bermuda,"Milk and cream, neither concentrated nor sweetened",0401,2042
201406,Exports,United Kingdom,Canada,"Milk and cream, neither concentrated nor sweetened",0401,20902
201406,Exports,United Kingdom,China,"Milk and cream, neither concentrated nor sweetened",0401,368748
201406,Exports,United Kingdom,Cyprus,"Milk and cream, neither concentrated nor sweetened",0401,3641
201406,Imports,United Kingdom,Denmark,"Milk and cream, neither concentrated nor sweetened",0401,1972893
201406,Exports,United Kingdom,Denmark,"Milk and cream, neither concentrated nor sweetened",0401,215831
201406,Exports,United Kingdom,Falkland Isds (Malvinas),"Milk and cream, neither concentrated nor sweetened",0401,55233
201406,Exports,United Kingdom,Finland,"Milk and cream, neither concentrated nor sweetened",0401,209086
201406,Imports,United Kingdom,France,"Milk and cream, neither concentrated nor sweetened",0401,1449614
201406,Exports,United Kingdom,France,"Milk and cream, neither concentrated nor sweetened",0401,2523314
201406,Imports,United Kingdom,Germany,"Milk and cream, neither concentrated nor sweetened",0401,1856919
201406,Exports,United Kingdom,Germany,"Milk and cream, neither concentrated nor sweetened",0401,1126352
201406,Exports,United Kingdom,Gibraltar,"Milk and cream, neither concentrated nor sweetened",0401,21755
201406,Exports,United Kingdom,Greece,"Milk and cream, neither concentrated nor sweetened",0401,11207
201406,Exports,United Kingdom,Guyana,"Milk and cream, neither concentrated nor sweetened",0401,75638
201406,Exports,United Kingdom,"China, Hong Kong SAR","Milk and cream, neither concentrated nor sweetened",0401,636603
201406,Exports,United Kingdom,Hungary,"Milk and cream, neither concentrated nor sweetened",0401,4637
201406,Imports,United Kingdom,Ireland,"Milk and cream, neither concentrated nor sweetened",0401,7597407
201406,Exports,United Kingdom,Ireland,"Milk and cream, neither concentrated nor sweetened",0401,31043637
201406,Imports,United Kingdom,Italy,"Milk and cream, neither concentrated nor sweetened",0401,8011
201406,Exports,United Kingdom,Italy,"Milk and cream, neither concentrated nor sweetened",0401,2339
201406,Imports,United Kingdom,Latvia,"Milk and cream, neither concentrated nor sweetened",0401,250
201406,Exports,United Kingdom,Latvia,"Milk and cream, neither concentrated nor sweetened",0401,37
201406,Imports,United Kingdom,Lithuania,"Milk and cream, neither concentrated nor sweetened",0401,7081
201406,Exports,United Kingdom,Lithuania,"Milk and cream, neither concentrated nor sweetened",0401,56
201406,Exports,United Kingdom,Luxembourg,"Milk and cream, neither concentrated nor sweetened",0401,30
201406,Exports,United Kingdom,Malta,"Milk and cream, neither concentrated nor sweetened",0401,7133
201406,Exports,United Kingdom,"Other Asia, nes","Milk and cream, neither concentrated nor sweetened",0401,7539
201406,Imports,United Kingdom,Netherlands,"Milk and cream, neither concentrated nor sweetened",0401,846077
201406,Exports,United Kingdom,Netherlands,"Milk and cream, neither concentrated nor sweetened",0401,1368661
201406,Imports,United Kingdom,Poland,"Milk and cream, neither concentrated nor sweetened",0401,653091
201406,Exports,United Kingdom,Poland,"Milk and cream, neither concentrated nor sweetened",0401,101
201406,Imports,United Kingdom,Portugal,"Milk and cream, neither concentrated nor sweetened",0401,10212
201406,Exports,United Kingdom,Portugal,"Milk and cream, neither concentrated nor sweetened",0401,12441
201406,Imports,United Kingdom,Romania,"Milk and cream, neither concentrated nor sweetened",0401,212888
201406,Exports,United Kingdom,Singapore,"Milk and cream, neither concentrated nor sweetened",0401,10636
201406,Exports,United Kingdom,Viet Nam,"Milk and cream, neither concentrated nor sweetened",0401,11081
201406,Exports,United Kingdom,South Africa,"Milk and cream, neither concentrated nor sweetened",0401,6396
201406,Exports,United Kingdom,Spain,"Milk and cream, neither concentrated nor sweetened",0401,398734
201406,Imports,United Kingdom,Sweden,"Milk and cream, neither concentrated nor sweetened",0401,61816
201406,Exports,United Kingdom,Sweden,"Milk and cream, neither concentrated nor sweetened",0401,833
201406,Exports,United Kingdom,Trinidad and Tobago,"Milk and cream, neither concentrated nor sweetened",0401,10041
201406,Exports,United Kingdom,United Arab Emirates,"Milk and cream, neither concentrated nor sweetened",0401,71546
201406,Exports,United Kingdom,United States of America,"Milk and cream, neither concentrated nor sweetened",0401,81962
201407,Exports,United Kingdom,Afghanistan,"Milk and cream, neither concentrated nor sweetened",0401,4017
201407,Exports,United Kingdom,Austria,"Milk and cream, neither concentrated nor sweetened",0401,365
